origin,dest,count
45,3,1.8137791482926286e-06
45,5,0.00023267175067919895
45,6,0.0003834756098069537
45,7,0.00011543992765863093
45,14,5.865177306159076e-05
45,11,0.00012014732765039171
45,12,6.75837959063044e-05
45,13,0.000158558723800851
45,16,0.0001720096727968477
45,20,0.0003791655807828353
45,19,0.0007347315156482864
45,18,0.0001607070414053635
45,21,0.00027525064910039284
45,22,7.710647228834032e-05
45,24,1.9285601759538543e-05
45,25,9.029442001137626e-05
45,33,1.689727510635348e-05
45,26,2.0008490816286403e-05
45,29,0.00011999552638630375
45,30,1.2118182404514492e-05
45,31,0.0007698659341156979
45,34,0.00026780529523017486
45,35,2.5350237047833117e-05
45,36,5.99970888313295e-05
45,37,0.0003249742612207073
45,38,3.9973507352035924e-05
45,40,3.7994880206436226e-06
45,41,6.893096466992932e-06
45,43,5.6661208017867395e-05
45,45,0.001775812321897793
45,46,0.0006304138461869698
45,48,0.00013344892124338468
4,3,9.69323285224953e-07
4,5,0.00024232679334054775
4,6,0.00019975803656097709
4,7,1.0319355556324492e-05
4,14,6.101971690860142e-05
4,11,0.00010088831683673546
4,12,5.890990843406675e-05
4,13,0.00011858024233954458
4,16,5.355233341990511e-05
4,20,0.00022249295316530116
4,19,6.576877593505092e-05
4,18,0.0001265213828247252
4,21,0.00021144353323106918
4,22,0.00010712805976453935
4,24,1.590515218583243e-05
4,25,0.00010699431118674415
4,33,2.9324276745276664e-05
4,26,2.0534700880287097e-05
4,29,5.8064244729834086e-05
4,30,1.1873033030809683e-05
4,31,0.00044530715707208075
4,34,0.00016132634999442937
4,35,1.7176317144262156e-05
4,36,9.488409986544871e-05
4,37,0.00017534116433984585
4,38,2.2358970533997846e-05
4,40,5.302586702110444e-06
4,41,2.368923427270225e-06
4,43,7.601637226542568e-05
4,45,0.00015560988959631037
4,46,0.001044717290293694
4,48,0.0001269268905709309
8,3,8.240020637486258e-06
8,5,0.0002992759277275942
8,6,0.000416888569178759
8,7,0.00019165582557724266
8,14,0.0001004736825628066
8,11,0.00014155494261560098
8,12,0.00011413545561481467
8,13,0.00021798174570505875
8,16,0.0004039143161804503
8,20,0.000438022849337609
8,19,0.0012012396667639587
8,18,0.00018015403056417104
8,21,0.00033855587122790643
8,22,0.00010998360765932984
8,24,4.08537125154763e-05
8,25,9.95565580344172e-05
8,33,2.6955584699999225e-05
8,26,3.5797837024457744e-05
8,29,0.00018426269439973393
8,30,2.6940163818587957e-05
8,31,0.0009001563158350042
8,34,0.00037221004584365265
8,35,8.240925699413847e-05
8,36,8.397058225248924e-05
8,37,0.0004452208023933403
8,38,4.783145329900495e-05
8,40,6.448324751970538e-06
8,41,2.567374359421501e-05
8,43,9.148922949839988e-05
8,45,0.003367459194003686
8,46,0.0007333198122057165
8,48,0.00015663841749608812
42,3,1.4196504066140635e-05
42,5,0.0004727367258149812
42,6,0.0007692792522658969
42,7,8.255914724911581e-05
42,14,0.0001237324147038454
42,11,0.00021779105304598804
42,12,0.0001478595927460267
42,13,0.000323049181519081
42,16,0.00038931269986749176
42,20,0.0007553040239609582
42,19,0.000512098888481431
42,18,0.00031629585321409906
42,21,0.0005494974947139637
42,22,0.00015938790115714455
42,24,4.2564277817307124e-05
42,25,0.00018857774243315428
42,33,3.3102469173952905e-05
42,26,4.2922090452724e-05
42,29,0.0002494853652583539
42,30,2.745830268774753e-05
42,31,0.0015282069945653691
42,34,0.0005564717327891189
42,35,0.00017937429530439408
42,36,0.00011900892073458543
42,37,0.0006682840431764657
42,38,7.949974356310606e-05
42,40,9.165123509201736e-06
42,41,1.7398348386176277e-05
42,43,0.00011478041356297923
42,45,0.0012982314871744652
42,46,0.001222998968817753
42,48,0.00026948433208370923
32,3,6.296460588627588e-07
32,5,0.00016318792536650442
32,6,0.00012390656196204058
32,7,6.503856799159331e-06
32,14,3.824226092126775e-05
32,11,6.656514593040334e-05
32,12,3.6110052975770856e-05
32,13,7.378231762533306e-05
32,16,3.356557143933943e-05
32,20,0.00013423416605546246
32,19,3.98511275477581e-05
32,18,7.754882962604669e-05
32,21,0.00013387546168884207
32,22,6.589609056037712e-05
32,24,9.749731330936414e-06
32,25,6.895095356407374e-05
32,33,1.95923320153403e-05
32,26,1.2352340205172569e-05
32,29,3.468976391008705e-05
32,30,8.28807160539527e-06
32,31,0.0002746962579823318
32,34,0.0001007252854211231
32,35,1.0718271801090144e-05
32,36,6.359936440918716e-05
32,37,0.00010811837698108576
32,38,1.374805223525996e-05
32,40,3.886563375813804e-06
32,41,1.5104072245893947e-06
32,43,5.0901155944949986e-05
32,45,9.458713919852106e-05
32,46,0.0006911004947709722
32,48,8.22863490441493e-05
0,3,2.916543896025149e-06
0,5,0.0003498302288363105
0,6,0.0005863265979110986
0,7,6.158254442909666e-05
0,14,9.183353918323577e-05
0,11,0.00019236024205939226
0,12,0.00010802833337678084
0,13,0.00024774428095184663
0,16,0.0008256827953289424
0,20,0.0005917798466751208
0,19,0.000375384927966975
0,18,0.0002587093856048322
0,21,0.00044084720488698825
0,22,0.0001171863592197278
0,24,3.0128605135653968e-05
0,25,0.00014428133262127683
0,33,2.6773967322347852e-05
0,26,3.157257340886562e-05
0,29,0.0001934632364255984
0,30,1.8447725969214327e-05
0,31,0.0012000157389739263
0,34,0.00040950859377072497
0,35,3.941208170270616e-05
0,36,9.319216608398681e-05
0,37,0.0005035057031656866
0,38,6.123767692366962e-05
0,40,5.629305599927593e-06
0,41,3.139770054730811e-05
0,43,8.75753055550734e-05
0,45,0.0009726972185850866
0,46,0.0009597015772939548
0,48,0.00020593056363240315
39,3,2.875599383007402e-06
39,5,0.0003632961260311501
39,6,0.0005775451685052101
39,7,6.187283977206851e-05
39,14,9.283663073600847e-05
39,11,0.00018518374330381607
39,12,0.00010574756923925299
39,13,0.00024468474316764906
39,16,0.0008020675546866646
39,20,0.0005802268435054819
39,19,0.0003875014299084866
39,18,0.0002672828725327308
39,21,0.00043431113195191743
39,22,0.00012050500954250115
39,24,3.055032037113384e-05
39,25,0.0001508425396912301
39,33,2.7520791910701047e-05
39,26,3.220252218551278e-05
39,29,0.00018415300398711982
39,30,1.8972747371643814e-05
39,31,0.0011818829663755451
39,34,0.00042062074661978083
39,35,3.95422262271501e-05
39,36,9.490323608440521e-05
39,37,0.000512753500129866
39,38,6.185914961072594e-05
39,40,5.858316364287968e-06
39,41,3.21128087978186e-05
39,43,8.674980532219754e-05
39,45,0.0009566811955172715
39,46,0.0009761976248744262
