file, flx, int, scn, esubw_oth, sector, seniority,short, value
"sm_test","IA","IA","hh1","skl",0.286973942560364
"sm_test","IA","IA","hh1","unskl",0.752260963926489
"sm_test","IA","IA","hh2","skl",1.71490593068853
"sm_test","IA","IA","hh2","unskl",2.7337741362807
"sm_test","IA","IA","hh3","skl",4.1218334512602
"sm_test","IA","IA","hh3","unskl",3.38260594676003
"sm_test","IA","IA","hh4","skl",17.8277772197831
"sm_test","IA","IA","hh4","unskl",6.60133882978367
"sm_test","IA","IA","hh5","skl",17.1077430604103
"sm_test","IA","IA","hh5","unskl",2.65968192749261
"sm_test","IA","OH","hh1","skl",0.00956701169301881
"sm_test","IA","OH","hh1","unskl",0.0250785467623858
"sm_test","IA","OH","hh2","skl",0.0629526073325284
"sm_test","IA","OH","hh2","unskl",0.100354314867874
"sm_test","IA","OH","hh3","skl",0.162200426993824
"sm_test","IA","OH","hh3","unskl",0.133110698286118
"sm_test","IA","OH","hh4","skl",0.91099319349534
"sm_test","IA","OH","hh4","unskl",0.337326110134249
"sm_test","IA","OH","hh5","skl",0.823989615478446
"sm_test","IA","OH","hh5","unskl",0.128102829285597
"sm_test","IA","WI","hh1","skl",0.00947170796654289
"sm_test","IA","WI","hh1","unskl",0.0248287217347024
"sm_test","IA","WI","hh2","skl",0.0601020432773055
"sm_test","IA","WI","hh2","unskl",0.0958101599095601
"sm_test","IA","WI","hh3","skl",0.14938786456683
"sm_test","IA","WI","hh3","unskl",0.122595996425582
"sm_test","IA","WI","hh4","skl",0.66859582840102
"sm_test","IA","WI","hh4","unskl",0.247570269083087
"sm_test","IA","WI","hh5","skl",0.645499657649968
"sm_test","IA","WI","hh5","unskl",0.100353609917561
"sm_test","IA","NE","hh1","skl",0.00901557115500699
"sm_test","IA","NE","hh1","unskl",0.0236330246115876
"sm_test","IA","NE","hh2","skl",0.04886442964768
"sm_test","IA","NE","hh2","unskl",0.0778960009201797
"sm_test","IA","NE","hh3","skl",0.10661545661089
"sm_test","IA","NE","hh3","unskl",0.087494577792383
"sm_test","IA","NE","hh4","skl",0.284342793291505
"sm_test","IA","NE","hh4","unskl",0.105287557679454
"sm_test","IA","NE","hh5","skl",0.307357847180866
"sm_test","IA","NE","hh5","unskl",0.047783866552902
"sm_test","IA","IL","hh1","skl",0.00958568571154047
"sm_test","IA","IL","hh1","unskl",0.0251274980192426
