file, flx, int, scn, esubw_oth, sector, seniority,short, value
"sm_test","IA","ppd",0.325836900570983
"sm_test","IA","res",1.88079377412506
"sm_test","IA","com",1.11925734855738
"sm_test","IA","amb",4.40630034330933
"sm_test","IA","fbp",4.26012020611698
"sm_test","IA","rec",0.127031765450134
"sm_test","IA","con",5.53959257772498
"sm_test","IA","agr",1.08149738393372
"sm_test","IA","eec",0.617021055408623
"sm_test","IA","fnd",2.12787049392803
"sm_test","IA","pub",0.745163075515112
"sm_test","IA","hou",0.448762473324078
"sm_test","IA","fbt",0.181997395480506
"sm_test","IA","ins",4.28739101663184
"sm_test","IA","tex",0.0418493900756866
"sm_test","IA","leg",0.524660012241581
"sm_test","IA","fen",0.467304248442657
"sm_test","IA","uti",0.8434444752057
"sm_test","IA","nmp",0.486781467152065
"sm_test","IA","brd",0.647580275102572
"sm_test","IA","bnk",2.790499597197
"sm_test","IA","ore",0.111387183260486
"sm_test","IA","edu",1.35948808355915
"sm_test","IA","ote",0.192577604430753
"sm_test","IA","man",1.84073589067338
"sm_test","IA","mch",3.63621168211927
"sm_test","IA","dat",0.237276482638429
"sm_test","IA","amd",0.68368901802567
"sm_test","IA","hos",2.7313451869296
"sm_test","IA","rnt",0.233364194408374
"sm_test","IA","pla",0.90094209338714
"sm_test","IA","fof",0.35774087073728
"sm_test","IA","fin",0.00368582184598001
"sm_test","IA","tsv",2.42424658953425
"sm_test","IA","nrs",0.821898461852128
"sm_test","IA","sec",0.642783473104586
"sm_test","IA","art",0.42109369420276
"sm_test","IA","mov",0.0777596172847282
"sm_test","IA","fpd",0.575093133717279
"sm_test","IA","slg",2.85929011694303
"sm_test","IA","pri",0.353003983335645
"sm_test","IA","grd",0.0966013466719209
"sm_test","IA","pip",0.00193291474157364
"sm_test","IA","sle",0.30507927824534
"sm_test","IA","osv",1.83919043650002
"sm_test","IA","trn",0.0815801125605706
"sm_test","IA","smn",0.0048299429778429
"sm_test","IA","fmt",1.50688001771962
"sm_test","IA","pet",0.0470277827810953
"sm_test","IA","mvt",0.433936578124264
"sm_test","IA","cep",1.57954257950842
"sm_test","IA","wst",0.184160289518795
"sm_test","IA","mot",0.494445920814789
"sm_test","IA","adm",2.40598474508446
"sm_test","IA","soc",1.70055530451449
"sm_test","IA","alt",0.0618117950648108
"sm_test","IA","pmt",0.810771785648876
"sm_test","IA","trk",0.276500995020781
"sm_test","IA","fdd",1.2835228502028
"sm_test","IA","gmt",0.0991685800736766
"sm_test","IA","wtt",0.00989983517902133
"sm_test","IA","wpd",0.687373155536358
"sm_test","IA","wht",0.695089851746867
"sm_test","IA","wrh",0.599634101430205
"sm_test","IA","ott",0.265714323757377
"sm_test","IA","che",1.31631989766405
"sm_test","IA","air",0.0184782635549849
"sm_test","IA","mmf",0.317550625010101
"sm_test","IA","otr",0.439664881463775
"sm_test","IA","min",0.202185980962872
"sm_test","FL","ppd",0.833921970613018
"sm_test","FL","res",21.610845252047
"sm_test","FL","com",9.47242527874987
"sm_test","FL","amb",36.9653376307208
"sm_test","FL","fbp",3.24128354373829
"sm_test","FL","rec",2.75086882732257
"sm_test","FL","con",32.5712993903945
"sm_test","FL","agr",1.41601643515089
"sm_test","FL","eec",1.04015198458031
"sm_test","FL","fnd",10.823329415528
"sm_test","FL","pub",4.56358443666943
"sm_test","FL","hou",6.67808826009559
"sm_test","FL","fbt",1.34918184851739
"sm_test","FL","ins",16.2028260079859
"sm_test","FL","tex",0.380790623876006
"sm_test","FL","leg",11.2244993470338
"sm_test","FL","fen",2.37692464489885
"sm_test","FL","uti",3.55463666729434
"sm_test","FL","nmp",1.77435700955215
"sm_test","FL","brd",6.4859841500044
"sm_test","FL","bnk",15.1710660382366
"sm_test","FL","ore",1.65756605124999
"sm_test","FL","edu",7.9464948443576
"sm_test","FL","ote",3.79101753735593
"sm_test","FL","man",13.1880835440469
"sm_test","FL","mch",2.77306196049345
"sm_test","FL","dat",2.03466354197542
"sm_test","FL","amd",7.39205789125454
"sm_test","FL","hos",21.1089421066957
"sm_test","FL","rnt",2.61939285710288
"sm_test","FL","pla",0.955096676260614
"sm_test","FL","fof",1.87466864961865
"sm_test","FL","fin",0.165140919967017
"sm_test","FL","tsv",28.9140285806737
"sm_test","FL","nrs",6.3519642745419
"sm_test","FL","sec",8.82573262075557
"sm_test","FL","art",6.87160025332233
"sm_test","FL","mov",0.928165327838179
"sm_test","FL","fpd",0.933436330940472
"sm_test","FL","slg",52.3743374780041
"sm_test","FL","pri",0.987827516769425
"sm_test","FL","grd",0.746623538987646
"sm_test","FL","pip",0.00182521077481866
"sm_test","FL","sle",5.58821400517775
"sm_test","FL","osv",19.3047768487227
"sm_test","FL","trn",0.181411271988991
"sm_test","FL","smn",0.0589499897990286
"sm_test","FL","fmt",2.83982848975533
"sm_test","FL","pet",0.456207444487042
"sm_test","FL","mvt",3.21685567569408
"sm_test","FL","cep",5.16033315716359
